Time,Geoid,NumberOfReports
03/2018,36081025400,6
03/2018,36081013700,1
03/2018,36005012901,3
03/2018,36061016500,1
03/2018,36081002800,1
03/2018,36047076200,2
03/2018,36081008700,2
03/2018,36061012000,3
03/2018,36061022301,3
03/2018,36047034800,1
03/2018,36047112400,1
03/2018,36047115600,4
03/2018,36047021900,5
03/2018,36081088400,1
03/2018,36005042100,3
03/2018,36061013800,1
03/2018,36005029301,1
03/2018,36061004900,5
03/2018,36081056500,1
03/2018,36085008100,1
03/2018,36005040400,2
03/2018,36061021500,1
03/2018,36061019300,1
03/2018,36061020102,6
03/2018,36061007900,1
03/2018,36061028500,2
03/2018,36047110600,1
03/2018,36047034200,3
03/2018,36005007600,1
03/2018,36061003200,3
03/2018,36047003900,2
03/2018,36005015100,2
03/2018,36061009300,2
03/2018,36081063700,1
03/2018,36047054800,3
03/2018,36047037100,1
03/2018,36047047700,1
03/2018,36005023800,1
03/2018,36047067200,1
03/2018,36047105804,1
03/2018,36081029700,2
03/2018,36005013000,2
03/2018,36005012102,1
03/2018,36047033300,1
03/2018,36005017901,2
03/2018,36081150702,1
03/2018,36047033900,1
03/2018,36047048000,1
03/2018,36047012700,1
03/2018,36081028300,2
03/2018,36061031703,2
03/2018,36061031100,2
03/2018,36061022102,1
03/2018,36061008603,1
03/2018,36047035500,1
03/2018,36005038500,1
03/2018,36081010500,1
03/2018,36061006700,1
03/2018,36005019500,1
03/2018,36061023801,2
03/2018,36047006800,1
03/2018,36005035800,3
03/2018,36047005602,1
03/2018,36047082200,2
03/2018,36081052800,1
03/2018,36005003500,1
03/2018,36081062500,1
03/2018,36081017000,1
03/2018,36047081000,1
03/2018,36047027100,1
03/2018,36047050801,3
03/2018,36005046202,1
03/2018,36047091200,1
03/2018,36081028900,2
03/2018,36005038600,1
03/2018,36005039600,2
03/2018,36061020800,2
03/2018,36047014000,1
03/2018,36047074200,1
03/2018,36005039901,1
03/2018,36085016901,2
03/2018,36047016700,7
03/2018,36061016300,1
03/2018,36061022600,5
03/2018,36061020901,2
03/2018,36061012800,1
03/2018,36005037900,3
03/2018,36085017300,1
03/2018,36047025700,1
03/2018,36061018200,1
03/2018,36061009900,1
03/2018,36061010000,2
03/2018,36005040304,1
03/2018,36081054500,1
03/2018,36081138502,1
03/2018,36047043500,1
03/2018,36047092800,1
03/2018,36081115900,1
03/2018,36005020000,1
03/2018,36047075600,2
03/2018,36061016900,3
03/2018,36047048500,1
03/2018,36047047000,2
03/2018,36061009100,1
03/2018,36047039600,1
03/2018,36061000800,1
03/2018,36061009400,2
03/2018,36005019900,1
03/2018,36061014802,1
03/2018,36061001200,2
03/2018,36047094401,1
03/2018,36047011900,1
03/2018,36047049300,2
03/2018,36061014801,4
03/2018,36081040200,1
03/2018,36005016200,1
03/2018,36005024000,2
03/2018,36081016300,1
03/2018,36061017200,4
03/2018,36081140901,3
03/2018,36047049800,1
03/2018,36061015200,2
03/2018,34017007600,1
03/2018,36081041400,1
03/2018,36081015400,1
03/2018,36061014900,1
03/2018,36005045101,1
03/2018,36061025700,1
03/2018,36047019100,1
03/2018,36081094203,1
03/2018,36085021300,2
03/2018,36081048500,1
03/2018,36047060000,2
03/2018,36005036501,1
03/2018,36085013204,1
03/2018,36005011000,1
03/2018,36047006200,1
03/2018,36081029400,1
03/2018,36047024300,1
03/2018,36047056300,1
03/2018,36047088400,2
03/2018,36081092900,1
03/2018,36081029500,1
03/2018,36061022800,1
03/2018,36005003800,1
03/2018,36005023301,2
03/2018,36005043000,2
03/2018,36081086500,1
03/2018,36081115500,2
03/2018,36047030500,1
03/2018,36061010900,2
03/2018,36081139900,1
03/2018,36047019700,1
03/2018,36081059500,1
03/2018,36047068000,1
03/2018,36005028700,1
03/2018,36047054500,1
03/2018,36081142900,2
03/2018,36005034800,3
03/2018,36047020100,2
03/2018,36061023502,1
03/2018,36081038301,1
03/2018,36047029300,3
03/2018,36005022102,2
03/2018,36085027702,2
03/2018,36081136700,1
03/2018,36005008500,3
03/2018,36047029400,1
03/2018,36081033900,2
03/2018,36047023100,1
03/2018,36081024500,1
03/2018,36047097000,1
03/2018,36005006400,2
03/2018,36005024300,1
03/2018,36047119800,1
03/2018,36061005800,1
03/2018,36047051602,1
03/2018,36081116300,1
03/2018,36005029302,2
03/2018,36047038500,1
03/2018,36061019701,1
03/2018,36081079702,1
03/2018,36005022200,2
03/2018,36061007000,1
03/2018,36005036700,1
03/2018,36005027700,2
03/2018,36081030902,1
03/2018,36061025900,2
03/2018,36047015000,1
03/2018,36005005200,1
03/2018,36081033402,1
03/2018,36047029800,2
03/2018,36081062100,1
03/2018,36047013900,3
03/2018,36005017701,1
03/2018,36061022000,1
03/2018,36081161700,2
03/2018,36005025600,1
03/2018,36081069701,2
03/2018,36005037200,1
03/2018,36081003600,1
03/2018,36047055700,1
03/2018,36085002100,1
03/2018,36005038900,2
03/2018,36005039300,1
03/2018,36061003700,1
03/2018,36047064800,1
03/2018,36061002601,2
03/2018,36047050100,1
03/2018,36005023600,1
03/2018,36081120700,1
03/2018,36081068200,1
03/2018,36047101200,2
03/2018,36061027700,1
03/2018,36005002400,1
03/2018,36081087100,1
03/2018,36005004600,1
03/2018,36047015700,2
03/2018,36085011201,1
03/2018,36005042800,3
03/2018,36047099000,2
03/2018,36081061602,1
03/2018,36005043500,1
03/2018,36047078800,1
03/2018,36047027300,1
03/2018,36005025000,1
03/2018,36061007700,1
03/2018,36047046202,1
03/2018,36081054700,2
03/2018,36061007400,1
03/2018,36005016000,1
03/2018,36081094202,2
03/2018,36047052000,1
03/2018,36061022400,3
03/2018,36005041100,1
03/2018,36081028700,1
03/2018,36047015300,1
03/2018,36047095400,1
03/2018,36047052500,1
03/2018,36081004700,1
03/2018,36061022700,1
03/2018,36061009700,3
03/2018,36047116600,1
03/2018,36081054900,1
03/2018,36061017700,1
03/2018,36005005902,1
03/2018,36085032300,1
03/2018,36047022600,1
03/2018,36085022600,3
03/2018,36005021602,1
03/2018,36005039700,1
03/2018,36081088901,1
03/2018,36005014400,1
03/2018,36081113900,2
03/2018,36047045300,1
03/2018,36061010602,1
03/2018,36005030701,1
03/2018,36061016700,1
03/2018,36081126500,1
03/2018,36081006300,2
03/2018,36061017900,1
03/2018,36085031901,1
03/2018,36047010000,2
03/2018,36005007100,1
03/2018,36005042902,2
03/2018,36047024900,1
03/2018,36081010200,1
03/2018,36005037504,2
03/2018,36061015601,2
03/2018,36047026400,1
03/2018,36081157101,1
03/2018,36085027705,1
03/2018,36081096400,1
03/2018,36081122300,1
03/2018,36047027200,1
03/2018,36081063200,1
03/2018,36081049302,1
03/2018,36005044400,1
03/2018,36047022400,1
03/2018,36081077907,1
02/2018,36047057000,5
02/2018,36005048400,1
02/2018,36047005000,1
02/2018,36005018400,4
02/2018,36061003800,7
02/2018,36005007200,2
02/2018,36005030200,9
02/2018,36005005200,4
02/2018,36047022700,2
02/2018,36047024500,3
02/2018,36047062600,2
02/2018,36061007700,1
02/2018,36047019900,1
02/2018,36061000800,1
02/2018,36047013300,2
02/2018,36085000700,1
02/2018,36081122701,3
02/2018,36061022400,4
02/2018,36005003500,2
02/2018,36061007300,4
02/2018,36005005100,6
02/2018,36061021303,1
02/2018,36085017700,6
02/2018,36047026300,1
02/2018,36081124100,3
02/2018,36047080000,2
02/2018,36081087100,1
02/2018,36085027702,1
02/2018,36061016900,5
02/2018,36005012901,4
02/2018,36081045400,2
02/2018,36061003400,2
02/2018,36047053500,1
02/2018,36061008100,12
02/2018,36061001501,4
02/2018,36061013400,4
02/2018,36081111300,2
02/2018,36081100802,1
02/2018,36081010500,2
02/2018,36081049302,1
02/2018,36047031701,1
02/2018,36047088200,3
02/2018,36061028500,6
02/2018,36047039100,3
02/2018,36081049301,1
02/2018,36061018800,3
02/2018,36085008100,2
02/2018,36081008800,4
02/2018,36081027100,2
02/2018,36061012000,1
02/2018,36047032600,3
02/2018,36005021002,1
02/2018,36081027900,2
02/2018,36061012600,5
02/2018,36047026800,1
02/2018,36061029700,1
02/2018,36081088901,2
02/2018,36047028900,2
02/2018,36081006300,3
02/2018,36005043400,3
02/2018,36005040400,3
02/2018,36047005900,6
02/2018,36081025900,1
02/2018,36061024302,3
02/2018,36005042100,2
02/2018,36081066000,1
02/2018,36047111800,3
02/2018,36061019701,3
02/2018,36005000200,3
02/2018,36061006700,2
02/2018,36061021100,6
02/2018,36047075400,1
02/2018,36047049300,2
02/2018,36081059500,1
02/2018,36047044100,2
02/2018,36047121400,5
02/2018,36081050400,1
02/2018,36061017200,12
03/2018,36081052000,1
03/2018,36081026901,1
03/2018,36047012600,1
03/2018,36005034500,1
03/2018,36081152902,1
03/2018,36081065600,2
03/2018,36081118100,1
03/2018,36081071306,2
03/2018,36085017700,1
03/2018,36047045200,1
03/2018,36047082000,1
03/2018,36081037100,1
03/2018,36081021600,1
03/2018,36081004500,1
03/2018,36061003100,1
03/2018,36005009800,6
03/2018,36081162100,1
03/2018,36081085900,1
03/2018,36047088200,1
03/2018,36081021400,1
03/2018,36061006100,1
03/2018,36047114600,1
03/2018,36005021301,1
03/2018,36005021001,1
03/2018,36047001500,1
03/2018,36061003601,1
03/2018,36081140902,2
03/2018,36061014402,2
03/2018,36081005400,1
03/2018,36005037600,1
03/2018,36047007100,1
03/2018,36081063900,1
03/2018,36061019000,1
03/2018,36047113400,1
03/2018,36005021002,1
03/2018,36047021300,1
03/2018,36081073700,1
03/2018,36081015300,2
03/2018,36005017902,1
03/2018,36005029600,2
03/2018,36005004200,1
03/2018,36047064200,1
03/2018,36081018900,1
03/2018,36061027900,1
03/2018,36047015500,1
03/2018,36047120800,1
03/2018,36081075702,1
03/2018,36081062900,1
03/2018,36047102800,1
03/2018,36047032500,1
03/2018,36005042000,1
03/2018,36081035200,1
03/2018,36081055200,1
03/2018,36081040700,1
03/2018,36085017008,2
02/2018,36061023200,5
02/2018,36061011800,1
02/2018,36061018900,3
02/2018,36061029500,2
02/2018,36081144100,2
02/2018,36061015200,3
02/2018,36005018301,1
02/2018,36061021600,3
02/2018,36005012101,1
02/2018,36005020200,2
02/2018,36005023502,8
02/2018,36005009000,5
02/2018,36005017701,2
02/2018,36005046201,13
02/2018,36047038700,1
02/2018,36047020700,2
02/2018,36061017401,5
02/2018,36047085400,1
02/2018,36005008900,2
02/2018,36047075000,1
02/2018,36081012500,1
02/2018,36081006100,1
02/2018,36047087600,1
02/2018,36005021200,1
02/2018,36061002400,6
02/2018,36047027300,5
02/2018,36081043701,2
02/2018,36061024700,2
02/2018,36047003000,3
02/2018,36061000600,1
02/2018,36061014300,4
02/2018,36047040500,3
02/2018,36047031900,5
02/2018,36061013900,4
02/2018,36005004600,3
02/2018,36061017300,3
02/2018,36061025300,2
02/2018,36047092400,2
02/2018,36005003100,1
02/2018,36047033300,1
02/2018,36047084600,1
02/2018,36047019300,7
02/2018,36085013203,3
02/2018,36047003900,2
02/2018,36047030100,4
02/2018,36005030000,2
02/2018,36061025700,3
02/2018,36047026600,2
02/2018,36081118900,1
02/2018,36061018000,2
02/2018,36061025500,1
02/2018,36005019900,1
02/2018,36061008900,2
02/2018,36005022902,1
02/2018,36081055200,1
02/2018,36047049800,2
02/2018,36005021100,2
02/2018,36047025100,5
02/2018,36061019400,2
02/2018,36047096600,3
02/2018,36047110400,3
02/2018,36047041900,2
02/2018,36061020000,4
02/2018,36047119800,1
02/2018,36047025700,3
02/2018,36047042500,1
02/2018,36005020100,1
02/2018,36047082200,4
02/2018,36005018101,1
02/2018,36061003200,2
02/2018,36005017500,4
02/2018,36061019800,2
02/2018,36081039400,1
02/2018,36047079601,2
02/2018,36005043500,3
02/2018,36081005300,1
02/2018,36085020700,1
02/2018,36081018102,3
02/2018,36085002900,5
02/2018,36081092900,1
02/2018,36047034200,4
02/2018,36047050500,1
02/2018,36061019500,2
02/2018,36061018700,2
02/2018,36005014701,5
02/2018,36085013800,4
02/2018,36047114201,2
02/2018,36061026500,3
02/2018,36081017900,1
02/2018,36005011000,1
02/2018,36047004400,2
02/2018,36081099704,1
02/2018,36061009300,3
03/2018,36047052700,1
03/2018,36005023703,1
03/2018,36047035700,1
03/2018,36047034900,1
03/2018,36081059300,1
03/2018,36047049500,1
03/2018,36081031700,1
03/2018,36081115100,1
03/2018,36047025600,1
03/2018,36081058200,1
03/2018,36005026400,1
03/2018,36005027401,1
03/2018,36061006400,1
03/2018,36081098100,1
03/2018,36081044400,1
03/2018,36081130100,1
03/2018,36047083000,1
03/2018,36047040500,1
03/2018,36081077904,1
03/2018,36081069300,1
03/2018,36081065900,1
03/2018,36081111300,1
03/2018,36047089400,1
03/2018,36047029200,1
03/2018,36081051600,1
03/2018,36047034300,2
03/2018,36047025200,1
03/2018,36047059402,1
03/2018,36005024501,1
03/2018,36081003900,1
03/2018,36047057400,1
03/2018,36047036400,1
03/2018,36061012600,1
02/2018,36061001001,4
02/2018,36061014500,2
02/2018,36061030300,1
02/2018,36061025900,3
02/2018,36047028502,4
02/2018,36047049100,3
02/2018,36005022101,2
02/2018,36061001502,1
02/2018,36081045600,1
02/2018,36061011900,1
02/2018,36047102800,2
02/2018,36047086800,1
02/2018,36005005400,1
02/2018,36061019000,6
02/2018,36061003001,5
02/2018,36081014300,2
02/2018,36081016300,2
02/2018,36005023000,2
02/2018,36081145102,1
02/2018,36081048900,2
02/2018,36005037000,2
02/2018,36005028700,2
02/2018,36047012902,2
02/2018,36047039400,1
02/2018,36061022301,1
02/2018,36047083200,1
02/2018,36081157902,5
02/2018,36061016100,3
02/2018,36081014100,1
02/2018,36047116200,2
02/2018,36061025100,3
02/2018,36005005001,1
02/2018,36005018900,7
02/2018,36005042800,2
02/2018,36085001700,3
02/2018,36081048500,1
02/2018,36061016400,1
02/2018,36081007100,2
02/2018,36047090800,3
02/2018,36005002701,3
02/2018,36047114400,2
02/2018,36061017800,1
02/2018,36081013800,1
02/2018,36085014606,1
02/2018,36061015400,5
02/2018,36005012500,2
02/2018,36047051601,1
02/2018,36061020600,3
02/2018,36061027900,2
02/2018,36081007500,1
02/2018,36005034300,1
02/2018,36005037100,3
02/2018,36047013800,1
02/2018,36085027705,1
02/2018,36081089200,2
02/2018,36061002100,2
02/2018,36081125700,1
02/2018,36061022000,4
02/2018,36081086300,1
02/2018,36047019600,1
02/2018,36081077906,1
02/2018,36061012900,2
02/2018,36081083800,1
02/2018,36005040800,2
02/2018,36085005000,2
02/2018,36081129102,1
02/2018,36047007400,2
02/2018,36047054500,1
02/2018,36081012301,1
02/2018,36047037100,3
02/2018,36005019300,5
02/2018,36047091000,8
02/2018,36081077907,2
02/2018,36061006500,4
02/2018,36081101700,2
02/2018,36061020300,1
02/2018,36081022002,1
02/2018,36047032700,3
02/2018,36005024700,4
02/2018,36005039300,3
02/2018,36047023300,5
02/2018,36005042600,2
02/2018,36061017100,1
02/2018,36081157903,4
02/2018,36081028100,3
02/2018,36047005300,9
02/2018,36061014000,2
02/2018,36047017600,2
03/2018,36005015700,1
03/2018,36047058800,1
03/2018,36081038302,1
03/2018,36005031200,1
03/2018,36081100801,1
03/2018,36005027300,1
03/2018,36081102900,1
02/2018,36005017902,2
02/2018,36047018100,2
02/2018,36061024500,6
02/2018,36047041700,4
02/2018,36061002601,1
02/2018,36061016200,3
02/2018,36061001200,1
02/2018,36047089800,1
02/2018,36047014100,1
02/2018,36047028700,3
02/2018,36047059402,1
02/2018,36081059200,1
02/2018,36061018100,2
02/2018,36005007300,1
02/2018,36047037900,4
02/2018,36005038800,1
02/2018,36061004900,4
02/2018,36081134100,2
02/2018,36005006200,1
02/2018,36081053100,1
02/2018,36047036400,2
02/2018,36005025300,1
02/2018,36005033000,1
02/2018,36061002602,4
02/2018,36081008700,1
02/2018,36081095400,1
02/2018,36061022500,2
02/2018,36005016100,3
02/2018,36005036300,1
02/2018,36047026400,1
02/2018,36047042900,2
02/2018,36005021502,1
02/2018,36047062800,1
02/2018,36005038302,2
02/2018,36081009500,1
02/2018,36081035700,1
02/2018,36047016700,3
02/2018,36061013300,4
02/2018,36047057200,3
02/2018,36047034700,3
02/2018,36085000800,1
02/2018,36085014608,2
02/2018,36081010600,1
02/2018,36005022102,1
02/2018,36061017000,2
02/2018,36047002901,2
02/2018,36005027700,3
02/2018,36061020901,3
02/2018,36047037500,4
02/2018,36047050803,2
02/2018,36085007400,1
02/2018,36081051200,2
02/2018,36005009200,1
02/2018,36085020801,2
02/2018,36061002800,1
02/2018,36005018102,1
02/2018,36005022300,1
02/2018,36047067000,1
02/2018,36047004300,3
02/2018,36005026500,3
02/2018,36081155102,3
02/2018,36081138501,1
02/2018,36047024600,1
02/2018,36081017200,1
02/2018,36005035800,2
02/2018,36061018400,1
02/2018,36081097300,1
02/2018,36047123700,3
02/2018,36061030900,3
02/2018,36047028300,1
02/2018,36081088400,3
02/2018,36061023100,2
02/2018,36061024200,1
02/2018,36061015001,1
02/2018,36047035900,2
02/2018,36085023900,1
02/2018,36061002900,2
02/2018,36061013600,2
02/2018,36047010400,1
02/2018,36005038900,3
02/2018,36005026701,1
02/2018,36081051700,2
02/2018,36005045800,2
02/2018,36047009200,1
02/2018,36047006800,1
02/2018,36061021400,2
02/2018,36061023400,4
02/2018,36085030301,1
02/2018,36047052300,2
02/2018,36005001600,1
02/2018,36047006600,1
02/2018,36047115600,3
02/2018,36005013100,4
02/2018,36005014900,2
02/2018,36085004000,2
02/2018,36081071100,1
02/2018,36081000800,1
02/2018,36081150701,2
02/2018,36047076000,1
02/2018,36081136700,2
02/2018,36005009300,1
02/2018,36061023700,2
02/2018,36081027300,3
02/2018,36061006800,2
02/2018,36081001800,1
02/2018,36047025300,2
02/2018,36005002800,1
02/2018,36061002202,2
02/2018,36061028300,1
02/2018,36081033401,1
02/2018,36047055700,2
02/2018,36005034800,1
02/2018,36005043100,1
02/2018,36005034500,4
02/2018,36005040302,1
02/2018,36081079000,2
02/2018,36047090000,4
02/2018,36081075702,1
02/2018,36047003700,1
02/2018,36005036100,1
02/2018,36061026100,4
02/2018,36047038300,2
02/2018,36047079200,2
02/2018,36081004300,2
02/2018,36047087000,1
02/2018,36005030900,2
02/2018,36005019500,1
02/2018,36047076200,2
02/2018,36047027700,1
02/2018,36047039300,2
02/2018,36047036300,3
02/2018,36061008300,1
02/2018,36061014402,4
02/2018,36047042400,1
02/2018,36047031100,3
02/2018,36005005600,4
02/2018,36047012700,2
02/2018,36047047200,1
02/2018,36081007700,3
02/2018,36047006500,1
02/2018,36081025100,1
02/2018,36005022403,2
02/2018,36081046000,1
02/2018,36005021001,2
02/2018,36005020501,2
02/2018,36047075200,2
02/2018,36061014900,1
02/2018,36005042902,1
02/2018,36005016000,1
02/2018,36005032300,2
02/2018,36047049400,2
02/2018,36005014100,3
02/2018,36047109800,1
02/2018,36047049700,1
02/2018,36081062600,3
02/2018,36005039902,1
02/2018,36005038000,1
02/2018,36081033000,1
02/2018,36061026900,2
02/2018,36081127700,2
02/2018,36047150200,1
02/2018,36061004300,3
02/2018,36047027900,2
02/2018,36005007500,3
02/2018,36061004700,1
02/2018,36081094203,1
02/2018,36047098200,2
02/2018,36061017402,2
02/2018,36081006900,1
02/2018,36005024100,4
02/2018,36085029104,1
02/2018,36081013700,1
02/2018,36005045101,1
02/2018,36081017100,3
02/2018,36005027900,1
02/2018,36061023501,1
02/2018,36085018702,1
02/2018,36047111600,2
02/2018,36047081800,1
02/2018,36005021800,1
02/2018,36061023600,5
02/2018,36005013800,2
02/2018,36005024000,1
02/2018,36047033700,2
02/2018,36005002500,4
02/2018,36061004100,1
02/2018,36005022702,1
02/2018,36005014500,4
02/2018,36081118100,2
02/2018,36047049900,2
02/2018,36061013700,2
02/2018,36085014604,2
02/2018,36081162100,1
02/2018,36081033402,2
02/2018,36047099800,2
02/2018,36081085700,1
02/2018,36085022600,1
02/2018,36005023900,1
02/2018,36061021500,1
02/2018,36085000900,1
02/2018,36005027600,1
02/2018,36047089200,2
02/2018,36061018600,3
02/2018,36047044700,1
02/2018,36081054800,1
02/2018,36061004500,1
02/2018,36005041800,1
02/2018,36005033202,1
02/2018,36061010800,1
02/2018,36081081800,1
02/2018,36061022600,3
02/2018,36081008500,2
02/2018,36047051900,1
02/2018,36005039800,1
02/2018,36005004300,4
02/2018,36047024100,2
02/2018,36061015602,3
02/2018,36085018100,2
02/2018,36047036900,2
02/2018,36081011500,2
02/2018,36047089400,1
02/2018,36081094202,3
02/2018,36081157901,3
02/2018,36047058900,1
02/2018,36005037300,1
02/2018,36061017900,2
02/2018,36005021900,3
02/2018,36061000700,1
02/2018,36061015300,1
02/2018,36005036902,2
02/2018,36005041900,1
02/2018,36047029300,2
02/2018,36005028600,1
02/2018,36061018300,1
02/2018,36061016800,2
02/2018,36081043400,1
02/2018,36047121000,1
02/2018,36047013900,9
02/2018,36061017500,2
02/2018,36005031200,1
02/2018,36047019500,1
02/2018,36081025302,3
02/2018,36081058300,1
02/2018,36047035601,1
02/2018,36081044000,2
02/2018,36047016200,2
02/2018,36047090200,2
